Location_ID,Latitude,Longitude,Traffic_Density,Pedestrian_Count,Vehicle_Count,Public_Transport,Average_Speed,Commercial_Score,Residential_Score,Green_Space,Morning_Activity,Afternoon_Activity,Evening_Activity,Night_Activity,True_Zone,Cluster
969,17.467632,78.576934,51,258,446,33,30,62,50,46,75,52,46,25,Mixed,2
970,17.392095,78.449497,17,535,150,13,26,29,48,84,44,80,66,37,Recreational,1
971,17.371148,78.239463,40,100,191,25,44,26,99,64,52,72,64,17,Residential,3
972,17.218195,78.538251,90,55,766,22,36,21,30,7,75,56,67,37,Industrial,4
973,17.366955,78.319019,83,116,785,15,26,33,18,6,83,70,52,35,Industrial,4
974,17.421137,78.301298,90,647,448,50,27,90,11,12,83,72,62,22,Commercial,0
975,17.341521,78.333446,75,721,758,55,20,94,29,9,57,69,99,67,Commercial,0
976,17.426258,78.256825,74,74,549,23,30,31,29,11,69,69,77,67,Industrial,4
977,17.2805,78.31387,23,163,197,25,53,23,87,53,70,41,87,13,Residential,3
978,17.555101,78.583065,97,624,530,34,25,87,15,10,43,46,69,39,Commercial,0
979,17.401291,78.385914,70,677,437,39,33,83,15,20,60,67,72,15,Commercial,0
980,17.301687,78.544834,70,96,598,23,26,23,28,16,41,56,74,19,Industrial,4
981,17.220483,78.498201,54,375,412,31,42,44,46,38,57,60,47,53,Mixed,2
982,17.527118,78.427136,94,879,551,53,20,85,21,13,88,73,50,40,Commercial,0
983,17.575195,78.530269,77,89,802,18,39,26,29,17,84,40,91,13,Industrial,4
984,17.330951,78.512378,47,253,122,24,33,15,82,46,77,74,75,19,Residential,3
985,17.468141,78.595992,59,436,242,26,37,43,44,33,75,84,55,34,Mixed,2
986,17.357703,78.470833,66,75,791,16,40,25,15,6,47,69,66,16,Industrial,4
987,17.383664,78.300715,84,624,741,47,31,98,22,11,64,49,69,19,Commercial,0
988,17.478414,78.576857,45,386,390,32,24,53,44,38,47,78,79,63,Mixed,2
989,17.220008,78.3949,76,618,689,43,37,94,23,12,58,65,56,63,Commercial,0
990,17.256466,78.210232,33,306,118,18,31,30,37,89,51,81,52,35,Recreational,1
991,17.286088,78.226372,89,743,756,32,34,81,22,10,79,62,98,58,Commercial,0
992,17.376997,78.458779,92,966,459,38,28,93,30,20,64,65,88,54,Commercial,0
993,17.250625,78.530657,74,608,635,35,32,87,24,10,66,77,43,20,Commercial,0
994,17.438743,78.371136,62,111,511,20,30,40,15,12,54,57,91,38,Industrial,4
995,17.32828,78.463514,78,745,774,34,25,91,20,20,88,59,48,10,Commercial,0
996,17.427993,78.333808,62,495,286,26,23,51,62,56,85,73,72,37,Mixed,2
997,17.43612,78.452003,90,107,793,15,37,28,18,8,48,54,52,31,Industrial,4
998,17.363935,78.596321,65,147,635,13,38,30,23,16,87,45,59,40,Industrial,4
999,17.255811,78.510707,71,1000,451,42,24,89,21,5,77,74,99,56,Commercial,0
1000,17.472057,78.222682,64,84,685,18,33,25,22,15,61,67,69,61,Industrial,4
